names,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap0.5-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap1.0-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap10.0-len75000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len100000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len125000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len150000.0-niter500-nlayers3,emodnet-bio-2020-ncovars4-epsilon2ap5.0-len75000.0-niter500-nlayers3
Heterocapsa minima,0.6805968588410669,0.6850504603142642,0.688904884586541,0.6767866993607744,0.6818614814126487,0.6857908703747846,0.6894786855781808,0.6782132016185748,0.6830215076900135,0.6859718662416419,0.6893777901664558,0.6805700674116836,0.682786645492316,0.686163021332653,0.6899131943573478,0.6803287327681337
Heterocapsa rotundata,0.6703810533700655,0.6666877101578143,0.6657946763257788,0.6725776638731309,0.6609080691081065,0.6566047998391338,0.6549378858526076,0.6655376116403794,0.6331920524437945,0.6326045194812124,0.6313568063161801,0.6340436848240443,0.6400562598155436,0.637426135892704,0.6343448443621629,0.6463201205939982
Heterocapsa triquetra,0.3126478307364408,0.3111624679807025,0.3093785686098305,0.3154482109427243,0.309974491504063,0.3078253393551832,0.30688325873593925,0.3119342993369966,0.30130340613735423,0.300793467553208,0.30061820182245136,0.3026226529819263,0.3017284453698608,0.3005807026397792,0.30278142635281224,0.30453125958896454
Heterocapsa,0.8385831815940009,0.799548941679283,0.775060020055073,0.8700497064526993,0.7814310774357374,0.7592380329475923,0.7444239205648283,0.8242345951118564,0.7032257232247592,0.6982118622054606,0.6949301616390875,0.7130637342857664,0.7178929214583178,0.708809494196861,0.7028047716784699,0.7337226721657649
Katodinium glaucum,0.6226829088918272,0.6238769914030124,0.6239035886491942,0.620271183851642,0.6222788869191611,0.6229655094789421,0.6226006491500831,0.6186651486972333,0.6176130029747665,0.6191211843223229,0.6234974285927188,0.6161736992048163,0.615114388529078,0.6155345943335238,0.616867528951799,0.6142302100642256
Katodinium,1.2770301011168244,1.1359179747382144,1.0437927150510682,1.4261870252348952,1.056360717219626,0.9505167586635939,0.8588010135136434,1.2405036232737505,0.7390891412179816,0.7246974475012115,0.7126503185656127,0.758721635631626,0.7756624375509256,0.7524436241635893,0.7387796657192693,0.8178271536546666
Lauderia annulata,0.24418531707725738,0.24375121468752706,0.24279417568721443,0.24466220326446142,0.24279036115177785,0.24172314844929133,0.24087385401184322,0.24387826386629305,0.23823670548077727,0.24054533736934464,0.2421973259282326,0.2371504280810457,0.23771053245259438,0.23844028333900202,0.23979216202791814,0.23874897044332835
Lauderia,0.32977761575309367,0.32851004103099957,0.33251314953897876,0.3455723423673172,0.3302893527224839,0.3438985742524711,0.35038550316198286,0.3274694243859001,0.33516191798734574,0.324307995467358,0.31781909928239616,0.3390854815161932,0.346322233286622,0.3415641182376945,0.3364097347402039,0.34366105874647807
Leptocylindrus danicus,0.3330277152967897,0.3326328739112806,0.33523959256974567,0.33374905900892304,0.33469343028176396,0.33362851309608,0.33506584620359453,0.3327898929788464,0.3492632606245181,0.35520905273068093,0.3611363328170922,0.34122706186730467,0.34042870837966155,0.3441440372748055,0.3491090482665926,0.33517225986679583
Leptocylindrus minimus,0.5177867043044365,0.5152720391339038,0.5126904487577921,0.5175253943621684,0.511792855884488,0.5098336244489622,0.5082728038365426,0.5136255776200089,0.50426320017905,0.5042201553485882,0.5041866365345964,0.5044328219120386,0.5050281292753712,0.5044965216751046,0.5042005229325535,0.505461610934397
Leptocylindrus,0.21014181534372478,0.21134290153244933,0.2130294013889539,0.21151563318016756,0.21076297762338966,0.21327103722181845,0.215948414042846,0.20891853337213706,0.23110790886317403,0.23888693555066975,0.24672805316847551,0.224875456463211,0.22279308524639754,0.22886357373925356,0.23260216140898549,0.2173866427360156
Leucocryptos marina,0.5750656271347323,0.5735199135171047,0.5723552499327275,0.5842929241481406,0.572452076157514,0.5742129927508559,0.5742713767763306,0.5731185256428399,0.5746577272357698,0.5739059312040284,0.5735069747106506,0.5757545779880153,0.5742620801162501,0.5735677134792893,0.57322860344159,0.5749125287533932
Leucocryptos,0.5575913692278334,0.5510115082734477,0.5443348803936088,0.578900160493531,0.54537562108818,0.5414102287539783,0.5412153379058683,0.5620617007736892,0.5427523643152968,0.5415012413450554,0.5416973119973616,0.5416458733668427,0.5408765100589564,0.5410481916332995,0.5416852067497242,0.5421306593800786
Lithodesmium undulatum,0.28612174829148157,0.2894878199304991,0.2892002957122718,0.2819444400272444,0.28862857904036043,0.28905495293808753,0.2858878635280557,0.2877556486211239,0.28653955682498766,0.2883581096272772,0.2927405616937342,0.28672744701519653,0.2857955812951434,0.2841889809243585,0.2863032714499476,0.2853914289883829
Lithodesmium,0.32253841859513316,0.3156476247919696,0.3155071521901642,0.33002514174014275,0.3136779959305252,0.3024123018951838,0.29804418422646883,0.32511727888621084,0.2902367878121489,0.2916567745785552,0.2951030600751038,0.2909127813836258,0.2916548383386004,0.2892068385803608,0.29115900757415614,0.2951682419392215
Mediopyxis helysia,0.3658257601072341,0.361126678370283,0.3589094831638625,0.36999540842542356,0.3576408121183213,0.3595467824456619,0.3524831239033483,0.35602010542278184,0.3455991750050608,0.348725997508093,0.3507594601442443,0.33937299379531416,0.3467349135056824,0.3490930336100423,0.3466667263254243,0.3447758930815673
Mediopyxis,0.5792032715072352,0.5652548413514465,0.556402747702191,0.6055901529175011,0.5569983383423496,0.530393494698777,0.5049720440437176,0.5743164729465806,0.42646390300915576,0.42101106632750457,0.41159532185302083,0.43666772892819194,0.45312636707024395,0.4381109565912534,0.4291682100993474,0.4800999892900857
Melosira,0.205034368484071,0.20471694501508958,0.20549932382024053,0.20693116249241356,0.2052350435126393,0.20650319348352444,0.2093914354353003,0.20453604464441122,0.2113025395936273,0.21438868367662295,0.21418211044071434,0.20800163103539349,0.2144621376778332,0.2070983177994546,0.21056626304354026,0.21178864616835463
Mesodinium rubrum,0.6400582252767251,0.6409355019207428,0.6430843124964934,0.6409077259691972,0.6432714050606602,0.6447170827686965,0.6449462319843332,0.6426773636773505,0.6453255953118859,0.6513504801066982,0.6539287750826217,0.6365103696245084,0.6365233242277651,0.6399128569004711,0.6516547316154723,0.6349292208757055
Mesodinium,0.9003443730377747,0.8131782705508459,0.7629957428014721,1.0250008182095935,0.758512785136195,0.7140296443267978,0.6869178831116298,0.8505765224692641,0.6087171164294689,0.6070966414112248,0.6063747031980881,0.615167553083679,0.6235340601458691,0.6142350186258292,0.6110647050379089,0.645353086290202
Mesoporos,0.39385944414418045,0.38976378752041885,0.39420751715886526,0.3959416370275191,0.3958358905040046,0.39751793229799753,0.3966389732237097,0.39047191998131,0.4067674191825059,0.40638705389342733,0.40788384424163987,0.4093211069610958,0.40261627589658183,0.4024506653245076,0.4033307224659541,0.40056357731127473
Micromonas,0.60566547721464,0.6062144491333017,0.6068674377525194,0.6065042155536012,0.6062819254289991,0.6075205436393514,0.6086885834272584,0.6049375338013174,0.6116084769787566,0.6117285782960197,0.61147804926925,0.6101778749735381,0.6106977914485756,0.6120093864791566,0.6123739250243038,0.6081704190807173
Minutocellus,0.35168862576960247,0.3516741582809303,0.3518251170819391,0.351884768060539,0.35218990686081486,0.35215567925881347,0.352498097955738,0.3520580042049989,0.35357793603460586,0.35355046954884906,0.3536168252829699,0.3537114075154596,0.35335117681821887,0.3534344123799128,0.3533328196024757,0.353174469898614
Monoraphidium,0.09426899922382168,0.09383831293900236,0.09304501840007762,0.09355687349330337,0.09328583809743976,0.09247132690824514,0.09026529535569112,0.09358388129432167,0.08837746315019168,0.08833448809549241,0.08809467469792973,0.08777808016602691,0.08873183690820666,0.08889075223587123,0.08866504607153713,0.08938963654432458
Navicula,0.33805918903907967,0.3298126782828209,0.3282041165637888,0.3495101344488286,0.32842508275330967,0.32653579940278615,0.3246857546634801,0.33568340123087476,0.31053201104642547,0.3059816597686403,0.3044764864107937,0.31314586397866834,0.3177891964623322,0.31350255409670436,0.3103296778938362,0.32124435225858294
Nitzschia longissima,0.09741547023810146,0.09483877434002175,0.09085130575902572,0.09526619459180191,0.09036234793058205,0.09340101190296712,0.09743828174795842,0.093655316562441,0.10287579022134136,0.10537667766323704,0.10746677575119336,0.10470828866395178,0.10223735793075575,0.10234565754708574,0.10376233215285802,0.10107922790313435
Nitzschia,0.3570324230847018,0.36357221260065453,0.35736268876770355,0.35342727148954695,0.3574362571724702,0.35520661904294265,0.35170525144346315,0.35747312628963973,0.2742944975916592,0.2562318494504666,0.25052319404822404,0.3087796226789409,0.3279832376705117,0.2925178167926189,0.271024338763141,0.34083000906605737
Noctiluca scintillans,0.3962253683676362,0.39645865715190237,0.3968904838309613,0.3969628343227302,0.39667923344946476,0.3971532840113939,0.39752806686652475,0.39635288283289627,0.40011317330673246,0.4009987363060589,0.4018466305198276,0.39943924518238483,0.3993047165061148,0.3998085529362743,0.4003477308672772,0.3981881423275294
Noctiluca,0.35647516787930217,0.35578660499163806,0.35544377175570663,0.3581333215019261,0.35519955064897996,0.3552781480234425,0.35486472396777663,0.3557983922880155,0.35536657951104034,0.3561726676011477,0.3570201944469502,0.3546914111743834,0.35448324778720924,0.3548407916779744,0.35541056454198455,0.3547181735650094
Oblea,0.21220594886904548,0.2090113908077867,0.21073515357720515,0.21074069702741158,0.2103132294852887,0.21362332233654832,0.21571343008865587,0.20873408811214156,0.21971668677242812,0.2201401890926469,0.21893852933040028,0.2189790790855394,0.2183281107414031,0.21960977483154479,0.21997065093638576,0.21602926297751657
Odontella aurita,0.328678481821944,0.32729956834372,0.32655107941840883,0.3334836393325179,0.32659018357077835,0.32901862269292637,0.3294282808234097,0.3279541510915573,0.3297232981710808,0.331431079770915,0.3328974635967342,0.3292762360853601,0.3286658401162709,0.32955054596923994,0.32961693866487496,0.3283511061412264
Odontella mobiliensis,0.1604945674266811,0.15673665313959959,0.1553759616807506,0.1639600838956214,0.1555777999944511,0.15485575918736025,0.1542098344915503,0.1582858419131348,0.1536746886961518,0.1538268493694604,0.15400621838125936,0.15334704935689483,0.1538507471787518,0.15387725875311367,0.15399510302260122,0.15349413869288658
Odontella regia,0.21503147854205498,0.21375659452928783,0.21228169962459822,0.2166859025206342,0.21260554037927754,0.21232741065871016,0.21170291045524475,0.2147555109985616,0.2167931109250162,0.2148144572682837,0.21402332787133824,0.2151600835683741,0.21576366487380563,0.2165559521547998,0.21707903863670866,0.21034798796962328
Odontella,0.398546686674836,0.3882245011643975,0.3843561839696902,0.4166587075501519,0.3849490976575251,0.3824133299854528,0.38142342994665973,0.3955085806420045,0.38584943945666017,0.38727877370787495,0.38855350307914366,0.3831865316977868,0.382557493577376,0.3842940924623365,0.3862287219845524,0.3814935619517164
Orthosira marina,0.6927126222904613,0.6945847653438895,0.6954947521815376,0.6913783464647533,0.6959752909730788,0.6970714226742848,0.6981224015926502,0.69428087116233,0.7017568197135492,0.7007691835094113,0.7028920414187484,0.7031576522805301,0.7043779073945553,0.7036387916453085,0.7028218593224467,0.7032252858832344
Orthosira,0.5346769516055709,0.5323602397157899,0.5249451444893054,0.5441171279898726,0.5310416919223709,0.5231109081479872,0.5203190359039576,0.5341461279204396,0.5219749679726097,0.5094360998697635,0.5080184182441567,0.5236741617518194,0.5256789279184348,0.517883183120123,0.5112187186937938,0.5244850058878008
Oxytoxum,0.434537080074054,0.4197028335046694,0.40963911394207536,0.4515952118907099,0.4111723132058121,0.40099792302640186,0.40113598221714347,0.4257609308437528,0.39092443044226555,0.38920765304173416,0.38312910342870476,0.39367777335555404,0.39542336177260845,0.39438223472028544,0.39175977620888347,0.39676058031680833
Paralia sulcata,0.5829265542379529,0.5839775598357366,0.5859645461021044,0.5830428723245903,0.5855970295890607,0.5879003820976948,0.5902039919540222,0.5828742106872824,0.5984504155183612,0.6008698154646988,0.6013928140535081,0.5959236638307301,0.5952355346532244,0.5973623958418462,0.5983169989470453,0.5917965918178019
Paralia,0.5711194531979976,0.5736267311880215,0.5753985895450761,0.5694764852081063,0.5750515483841017,0.5768120030536684,0.5785352880909851,0.5720695078798018,0.5888263466360789,0.5919578181471115,0.5926672939412713,0.5852101303574246,0.5835693344644931,0.5858153911617265,0.5879212386726149,0.5806781287117627
Pediastrum,0.08308707307943455,0.08021705929993263,0.07970773990773777,0.08543941575120993,0.08321352085524983,0.08073760715890972,0.07987128269943387,0.08626801312914165,0.0901826477074545,0.06366165000615247,0.06202926923772285,0.0906753247430306,0.08785169283181177,0.0868828768648725,0.07430027688728041,0.08757239131616369
Peridiniella,0.40349927662239854,0.3713947951221133,0.35404185105711616,0.4450851567839485,0.3494934287884208,0.32939235166945713,0.3182341201299929,0.38515002790663416,0.30695691844747613,0.30487517871578074,0.30360554659361483,0.3109574159009463,0.3117913223949953,0.30812201325307786,0.3056988133978106,0.3213292482621435
Peridinium achromaticum,0.31873095019869274,0.3176307432068896,0.31645320274862043,0.3194645950939606,0.3163843469817689,0.31518903918992874,0.3142127108990912,0.31787615594600077,0.31403077511156985,0.3138082909546236,0.3140366748525571,0.3153549703676354,0.3137524345818358,0.31285633433853993,0.3127179524272651,0.31548880979150395
Peridinium,0.3988111404789825,0.3881035800707945,0.3754703231226981,0.41618370355511275,0.36753306507828354,0.34981843375822486,0.34240848894747683,0.3905718384213864,0.3247737618528698,0.3232180204622121,0.3223845358404945,0.3282484889704712,0.3269077687894332,0.32703250344557766,0.32433309435857316,0.3281408717487667
Phaeoceros,0.5604887514794866,0.5601450822600562,0.5600772560404016,0.5615210358442202,0.5599211748726645,0.5597542098194301,0.560095989343284,0.5601522634495404,0.5612556137199001,0.5614102108742538,0.5615476509654254,0.5609072340844862,0.5608306100242061,0.5611715355233728,0.5613087912885936,0.560178780546425
Phaeocystis globosa,0.582273000103557,0.5827124725229071,0.5812343598283523,0.589316601606884,0.5795808152366991,0.5576925229452007,0.5411297212930912,0.5802461542578683,0.5493647826541108,0.5439820376646112,0.5396771787720335,0.5537744575489847,0.5268758349891461,0.5242210331222307,0.5318647496284405,0.528127657429064
Phaeocystis,0.559651159411697,0.524772781724798,0.5033051211971186,0.5905266708963944,0.5101722106203154,0.49200046993524327,0.47211486327831625,0.5556113873694952,0.4599607777412655,0.4700764934811845,0.47953524981432005,0.4524065800922393,0.45381750158336603,0.45604499515392205,0.4626068360268336,0.4602702753223593
Phalacroma rotundatum,0.21648521689709013,0.22498545769900824,0.23453762048906662,0.2119536057563796,0.23128564628833145,0.23739280857314224,0.24315232327838565,0.21746420803513913,0.25650796143819227,0.2514931122087759,0.2466200408108338,0.25106994151331036,0.2567908913468129,0.26649548341043805,0.26506462053924296,0.24540434991796756
Phalacroma,0.1392262881969781,0.13451327256506124,0.13235273245111498,0.1487528734450033,0.1332379705579756,0.1318498331544941,0.13115980897826512,0.1379945986693544,0.13037051458321758,0.13264160486104262,0.13438347072279325,0.12898382745929543,0.1292580637460886,0.12901138960478503,0.13068716765919447,0.12997242269263412
Plagiogramma brockmanni var. brockmanni,0.6583133209251283,0.6632605060288005,0.6678948229437298,0.6535215146161585,0.6610979742682145,0.6630085564069899,0.6657289116031396,0.6539223325144367,0.6743742161803591,0.6768957253260749,0.6808651286347083,0.6573226539745654,0.6602439979878731,0.668332820765097,0.6836284639064557,0.6552015691159414
Plagiogramma vanheurckii,0.46706451456393766,0.4681565195946863,0.46939112152804346,0.46784248456743016,0.4693915890103762,0.4709500092350325,0.47435807754317943,0.4671520622408283,0.4805180388036941,0.4871874381942618,0.4911590851798112,0.47929195145496817,0.4755995389883878,0.47872633139962834,0.4796363995862415,0.47307131662946256
Plagiogramma,1.0581144413040362,1.0156113288285071,0.9859517622271883,1.093074190936657,0.9596198687109951,0.9199335614290499,0.8764747671089904,1.0227571108592044,0.71838721769287,0.7034353933965919,0.6913613785764132,0.748599120133566,0.783067874636692,0.7466837680516665,0.7236913931021111,0.8189149799920499
Pleurosigma,0.7723569584159525,0.7068634503725594,0.6838936082627272,0.8149359432271552,0.6915459138701716,0.644871668265921,0.621265830255909,0.7453405872520857,0.5939756461446508,0.5957387567359292,0.5980439546175671,0.5945929011481972,0.5955086540896978,0.5911676546581035,0.5901309249230889,0.6059212743823019
Podosira stelligera,0.20515662662725556,0.2087236482130187,0.2123212919615906,0.2018553422252613,0.211856860638889,0.21211896866680974,0.21400235881704546,0.20454615307921747,0.21162847580000088,0.20756161984569044,0.20218401322680749,0.21680616692693677,0.2172010852809668,0.21594213464772913,0.21347700290455626,0.21389468957476027
Podosira,0.18773393012386863,0.18668682218822932,0.18466663556969545,0.19847095998450306,0.18468699001298275,0.18293000781494853,0.18240074348546456,0.1880952017676328,0.1838976318713693,0.1840921067426025,0.18948340110230893,0.18020045307390614,0.18008695622791146,0.18112974021045375,0.18508968412740648,0.18146128465796937
Polykrikos schwartzii,0.2534109106706729,0.25356852346692516,0.25372664583158333,0.2544040375195362,0.2537121170776318,0.25343003687563875,0.25350145985862205,0.25374116227657945,0.25466689230999995,0.25514349529185965,0.25533591012006984,0.2535798125710642,0.25367898571890274,0.25461524149365566,0.2551227323425317,0.2540333473574045
Polykrikos,0.26594858406601696,0.2618291657844715,0.25924621681250953,0.2737777369077178,0.2599435949393371,0.25674651949361527,0.2549358420829831,0.2639999191842685,0.2532105792561524,0.2533421135293627,0.2536313465040978,0.2528085262694638,0.2528790816539567,0.2531002441150863,0.2534228963022925,0.2535777410738217
Preperidinium,0.34275641577391297,0.3358527010682088,0.3309078343028264,0.3532521059948232,0.3324897419859122,0.32736544207160456,0.3241879964064693,0.3401447885283286,0.3253467005517395,0.3268670341164836,0.32813484604165133,0.3238784157631806,0.32249351182095015,0.3243214303212753,0.32547864066750964,0.3237013709336457
Proboscia alata,0.3303529655804299,0.32759528298288976,0.32592329558548255,0.33155013734200556,0.32614772184941027,0.3258213646015066,0.32631982388482195,0.32914955318437683,0.3218646340919645,0.32186961537077835,0.3233926252977475,0.3222827442953906,0.3231490445166804,0.3223598321140895,0.3221743048650302,0.32384277993423616
Proboscia,0.4029208783024889,0.38782228004700325,0.37859679812411406,0.41224769447864607,0.38077964957090465,0.373576316376259,0.3709464930240835,0.39776285235704306,0.37277988340137097,0.3735660658350586,0.3734640915299429,0.371638078981693,0.3710629799312812,0.3724941740268798,0.3725627580174636,0.37053640149438094
Prorocentrum cordatum,0.41149399661228503,0.4122519349597155,0.41283866865527297,0.41098558240130567,0.4148276720488454,0.4147993313117655,0.4159259058249178,0.41457662371658766,0.42276039182820835,0.42467768861048816,0.42674927302671867,0.4204172203694862,0.42321697020365945,0.4245997847951265,0.42308594365917224,0.421144768932178
Prorocentrum micans,0.3555750954202081,0.35759874271108244,0.3558806511770921,0.359400727408922,0.35699703240547004,0.35485139956733924,0.35811350444377654,0.3557531709907214,0.35131034411295153,0.3525449900610331,0.353748020424875,0.3512114574723805,0.3531964450886977,0.35273941180956936,0.3520645967819316,0.35320569009940517
Prorocentrum triestinum,0.21872085366471783,0.21691251622559615,0.22090555474431287,0.22198819503313502,0.21969570392460155,0.2170419870776416,0.21705788223682423,0.22337507969465553,0.22333775402640504,0.22145196822342614,0.22078696562846217,0.2269370130770086,0.22162035165896335,0.2194757057412602,0.21853711053549466,0.22561815806671712
Prorocentrum,0.8626789933992917,0.865065465942234,0.8494188320212297,0.8413376203263272,0.852983119988553,0.8386993715297819,0.8308735318285156,0.8557221999794941,0.7610376438989466,0.7351339095225792,0.6699042840138354,0.8021047623746047,0.8164681956787434,0.8023860527271264,0.761520093270467,0.8259099722566074
Protoperidinium bipes,0.5511606703367375,0.551147875199429,0.5510662909634755,0.5510218330744509,0.5510993917416488,0.5510770960795985,0.5511257759223643,0.5510371918494306,0.5526476960437388,0.553333587759127,0.5540094465696866,0.5522252655636969,0.5518317691791758,0.5521686834480273,0.5526027232495034,0.5515483719136852
Protoperidinium,0.48735064656928956,0.4874142052511027,0.4869010164151329,0.4885254286806665,0.48751286502336294,0.48767499459156477,0.4883553760360675,0.48673807765375493,0.497781865884207,0.5000976751432251,0.5031901565925236,0.49439310530420205,0.4931806025338857,0.49533891977824346,0.49788321044016515,0.48916789971649954
Pseudo-nitzschia delicatissima,0.5037570807887433,0.5078233799182834,0.508986808510136,0.5008167165553358,0.5079118724299231,0.5072156564181899,0.5070608113262809,0.5038493104257843,0.4929332949987135,0.48877355606805106,0.48617869220790627,0.4984560725812332,0.5025016774792627,0.49706565098073274,0.4927735547236373,0.5052675887101715
Pseudo-nitzschia fraudulenta,0.5017758707549078,0.5027276047411814,0.5030581476997448,0.5013829319291552,0.5023823320884729,0.5025822033798296,0.5023377900972739,0.5012512397277047,0.4994855615848584,0.49886666791785506,0.4981630685120848,0.49985830673978277,0.5006434800694309,0.5001351766566704,0.4995654907082118,0.5006622083847991
Pseudo-nitzschia pungens,0.5805675476151004,0.5794260106572097,0.5790711218774337,0.5816924150235809,0.5783559546383337,0.5774465502902975,0.5772873220772305,0.5790629113771371,0.5824059508880095,0.584523754601461,0.5839103632195928,0.5812895005361882,0.580066953805619,0.5815788541379151,0.5822755459951373,0.5785795855785714
Pseudo-nitzschia seriata,0.29938629052065696,0.3005144012435687,0.30050310836743477,0.29952746156038884,0.30025359993004297,0.2993175327478553,0.297623998643281,0.29940207107189376,0.29649142666838296,0.295351130892594,0.29505513035278214,0.2959367740102003,0.29615146372914386,0.29578207281027763,0.29646205940239473,0.29515630300954493
Pseudo-nitzschia,0.6296826548176072,0.6212174404379761,0.6150375706978375,0.644199073080955,0.6172756069537565,0.6112412126060959,0.6081665467016949,0.6267864929095109,0.6134233842940218,0.6160958230782978,0.6176731205386575,0.609694231947144,0.6084162060416354,0.6109040133710125,0.6137339286044905,0.6078733038696637
Pseudopedinella,0.4707094975876123,0.45018662327962616,0.4370062762319443,0.5141104951774683,0.4391747984516434,0.42856588421451336,0.42308160724934024,0.4606257457175734,0.41763483442140814,0.41823617211002023,0.4190692989370244,0.4174967474148562,0.41718798430647686,0.41680612996898486,0.4172024895592573,0.419974580742255
Pterosperma,0.15267893608343672,0.1497607235750789,0.14866708160596073,0.15679581166586967,0.1494693344714871,0.14577743664249762,0.14295276121199205,0.1516675207017156,0.14098642192842686,0.13992104058128252,0.1408720520949575,0.14434515335921508,0.14327078952683284,0.1400392831042474,0.14067778524485713,0.14547630140240356
Pyramimonas,0.8370073832894968,0.777244672826406,0.7346652347305505,0.9388699165665279,0.7272222493671539,0.682841855634256,0.6469845214771605,0.8057863365588293,0.6062821015396266,0.5996589033521573,0.5951244859633291,0.6153341396921091,0.6255909615667808,0.6116333833600047,0.6035215079029408,0.644869683648019
Ralfsiella minima,0.5383436517368693,0.5382273095175863,0.5387853932957571,0.5258865832441223,0.5370221055951014,0.534313743070372,0.5341502917342128,0.5195295699256212,0.5058027350312341,0.5141659552005006,0.5177574571895838,0.5005384820278012,0.5054374112518828,0.5049675631116468,0.5084670877698962,0.5068579833768121
Ralfsiella,0.3476862547040286,0.3416757651117017,0.3407732875795472,0.3532094392962576,0.33563228224783087,0.3379036812188153,0.33832215880709454,0.3355611447696587,0.29252891507319645,0.2919155844305494,0.2952554152826227,0.29463871327633,0.31101821335731755,0.30957218632336087,0.3133037793809097,0.3097578905756048
Rhaphoneis amphiceros,0.3703385536611045,0.3935414310634305,0.3923463640397667,0.3672673796107611,0.39276285435137076,0.3912509711411455,0.3850174027870844,0.3724295947942807,0.3627716806788989,0.36149926529010545,0.3590607433962365,0.37695865804630085,0.38293504387972255,0.36571205662890705,0.364230820018415,0.3801381171531903
Rhaphoneis minutissima,0.6950831247602737,0.689596415041043,0.6937340864384377,0.7102716269167779,0.6958086404745066,0.697904223568403,0.6963600564653334,0.6964244401769515,0.7021843495685647,0.7006011807108298,0.699065795092621,0.7051007074028433,0.7024935174110898,0.7019562989818987,0.7010245354764533,0.7040964440985199
Rhaphoneis,0.41465504635013967,0.42602515011519365,0.43485121368767116,0.3971694363301221,0.42425903571344675,0.44575700508538907,0.47400699335006635,0.4058183409765602,0.6422474486805869,0.6207236844939629,0.5526657096520312,0.499109514746904,0.6479805463868304,0.6502009203536416,0.6536833592165967,0.4519709594090575
Rhizosolenia delicatula,0.43793033486870314,0.4312651619354612,0.42045378311497195,0.43103307249583545,0.4223205268554521,0.4138433903767088,0.40694497307743766,0.4396354865205092,0.4014914506402502,0.41096316768463265,0.4212967734641108,0.3968006610691199,0.39621949606622126,0.3965427334909167,0.40222562660656,0.40010581519192057
Rhizosolenia flaccida,0.5702717254494488,0.5682542149804359,0.56756777850202,0.562217440205597,0.5674577769096515,0.5665211547528081,0.5562785114778704,0.5681960868976689,0.5157345074078236,0.46601023400994246,0.427418681871972,0.5383223188347573,0.5445897747737174,0.5311287581509556,0.5152131005411592,0.5414934552497562
Rhizosolenia fragilissima f. fragilissima,0.17051390402158081,0.17052330928320178,0.17093545872946667,0.17136372384317905,0.17093352774464138,0.16897233936091413,0.16505064846169465,0.17006049392931324,0.16300325960711134,0.16628829991186644,0.1689256423889973,0.16221654190784157,0.1615596046926963,0.16275396244053117,0.1635172558155413,0.16090712217824316
Rhizosolenia hebetata,0.3303971234885625,0.32925649838639404,0.32877216384079583,0.3324695003831115,0.32888823701777253,0.3291049279416277,0.329579413530175,0.32971470391890506,0.33072783641180287,0.33041988064584266,0.33027806958091405,0.33030831366466185,0.3303327118640083,0.3308358974669313,0.33100486571905124,0.3296459810800085
Rhizosolenia imbricata,0.4188905319295227,0.4170174297145944,0.41559359774127586,0.4217815449891434,0.4156652538171603,0.4149888576512203,0.4147582473906834,0.4177082278653265,0.4160202875944666,0.41597420854593814,0.4157928603804434,0.41584119687727417,0.41560708398038937,0.41562280965966775,0.4157936605474916,0.41589187883341383
Rhizosolenia setigera,0.2342881878866557,0.24393877537999675,0.2794403683776698,0.2290343776723699,0.2590734808376657,0.32871700787706565,0.36153251040373297,0.23591165095480604,0.38342971568967077,0.3712716388333086,0.3575660089008171,0.3782081378958965,0.3775865137757309,0.38105636423740535,0.3844406680787586,0.36029734589585466
Rhizosolenia shrubsolei,0.6420485007082659,0.6417091203577971,0.6418550231585946,0.6420950569416595,0.6418967271868256,0.6423318331899461,0.6423978861062585,0.6416113378298309,0.644801709575773,0.6459125426733305,0.6467025434382978,0.6436133970935798,0.6433571756930844,0.6442129135335354,0.6451598699740172,0.6426588793983142
Rhizosolenia stolterfothii,0.5873661866547571,0.5785513853631329,0.5713301224187456,0.5941052925260923,0.5711748587952438,0.5626896230310946,0.5559003653665435,0.5834741869231438,0.5265110757427515,0.5289241480498132,0.5311839608774466,0.5267294817546231,0.5270693473885365,0.5257629634828072,0.5270061452633028,0.5396409931655123
Rhizosolenia styliformis,0.31008810163320916,0.3106525103005746,0.3097332020144191,0.3105783547068612,0.30962409994631285,0.3089484178568349,0.3081640282931867,0.3096553311184271,0.3072675354346336,0.30721060366840897,0.3070669649725479,0.30640299108953895,0.3070596681823303,0.30732171301016326,0.3071757447297689,0.30641808755114736
